FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,B08122_001,B08122_002,B08122_003,B08122_004,B08122_005,B08122_006,B08122_007,B08122_008,B08122_009,B08122_010,B08122_011,B08122_012,B08122_013,B08122_014,B08122_015,B08122_016,B08122_017,B08122_018,B08122_019,B08122_020,B08122_021,B08122_022,B08122_023,B08122_024,B08122_025,B08122_026,B08122_027,B08122_028
ACSSF,20160,us,0,32,1023,2817043,177969,189711,2449363,2269414,123517,143662,2002235,284684,30015,28903,225766,45458,6906,5680,32872,31698,4828,4239,22631,35089,3732,1493,29864,150700,8971,5734,135995
ACSSF,20160,us,0,32,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1025,91147,3739,2981,84427,72429,2441,2552,67436,9014,941,286,7787,2609,0,0,2609,1066,0,74,992,884,112,4,768,5145,245,65,4835
ACSSF,20160,us,0,32,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1027,129788,8720,6095,114973,111942,6612,5156,100174,8687,978,481,7228,1737,396,102,1239,1768,273,163,1332,2082,339,128,1615,3572,122,65,3385
ACSSF,20160,us,0,32,1028,32019,6360,1473,24186,17392,2918,708,13766,3169,329,32,2808,2229,728,147,1354,1511,480,0,1031,5524,1585,539,3400,2194,320,47,1827
ACSSF,20160,us,0,32,1029,327889,26057,21130,280702,275896,17160,14321,244415,24225,3462,3070,17693,6734,1871,1333,3530,6176,1710,1293,3173,2758,315,45,2398,12100,1539,1068,9493
ACSSF,20160,us,0,32,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1033,86146,5761,7204,73181,70706,4179,6295,60232,6812,937,639,5236,1134,76,0,1058,454,0,0,454,1655,334,88,1233,5385,235,182,4968
ACSSF,20160,us,0,32,1034,217513,13355,10757,193401,172741,9887,8425,154429,18580,521,840,17219,2395,856,0,1539,3395,950,640,1805,3487,274,509,2704,16915,867,343,15705
ACSSF,20160,us,0,32,1035,1408803,67985,68878,1271940,1062887,41787,49737,971363,121393,8628,7370,105395,59464,6463,4350,48651,32312,4133,2733,25446,26336,2340,1615,22381,106411,4634,3073,98704
ACSSF,20160,us,0,32,1036,255774,12132,10756,232886,215802,9197,8073,198532,19483,1535,986,16962,4006,770,529,2707,4086,222,229,3635,2424,38,277,2109,9973,370,662,8941
ACSSF,20160,us,0,32,1037,1689315,110929,99508,1478878,1422558,77275,73329,1271954,137124,14603,14860,107661,28653,6638,5121,16894,21331,4086,2306,14939,18898,3126,2333,13439,60751,5201,1559,53991
ACSSF,20160,us,0,32,1038,29393,3046,2751,23596,26017,2332,2373,21312,2049,296,205,1548,7,7,0,0,290,55,105,130,353,192,0,161,677,164,68,445
ACSSF,20160,us,0,32,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1040,47197,2794,2861,41542,37677,1592,1872,34213,4106,253,549,3304,1462,463,250,749,2054,359,190,1505,296,28,0,268,1602,99,0,1503
ACSSF,20160,us,0,32,1041,35926,2477,2053,31396,28775,1570,1335,25870,3724,245,331,3148,510,66,161,283,1358,309,46,1003,648,158,159,331,911,129,21,761
ACSSF,20160,us,0,32,1042,57993,7098,5313,45582,44799,4356,3801,36642,6091,1000,624,4467,2219,796,368,1055,1947,357,324,1266,842,232,65,545,2095,357,131,1607
ACSSF,20160,us,0,32,1043,192471,17563,12901,162007,142805,10725,8851,123229,17469,2301,1915,13253,11958,2205,1503,8250,4602,753,419,3430,4900,1144,83,3673,10737,435,130,10172
ACSSF,20160,us,0,32,1044,54366,5447,2115,46804,44633,3946,1574,39113,3980,633,65,3282,269,101,0,168,1377,528,82,767,1023,239,0,784,3084,0,394,2690
ACSSF,20160,us,0,32,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1047,66775,7088,4355,55332,51985,3901,3040,45044,10644,1962,1021,7661,565,0,54,511,942,437,74,431,994,479,0,515,1645,309,166,1170
ACSSF,20160,us,0,32,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1049,340572,45791,41703,253078,277661,34650,31946,211065,36730,3747,6333,26650,6011,2561,929,2521,4440,1241,913,2286,5090,1353,545,3192,10640,2239,1037,7364
ACSSF,20160,us,0,32,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1051,84931,5789,6188,72954,67060,3558,3903,59599,10777,971,1172,8634,2094,641,653,800,1708,417,227,1064,726,82,65,579,2566,120,168,2278
ACSSF,20160,us,0,32,1052,121926,16307,12696,92923,88091,7475,8115,72501,11720,1168,1581,8971,3919,1769,734,1416,5542,2564,362,2616,7277,2456,1056,3765,5377,875,848,3654
ACSSF,20160,us,0,32,1053,108697,10799,9657,88241,92289,8286,6845,77158,8907,702,1057,7148,2182,919,594,669,3027,739,992,1296,754,153,169,432,1538,0,0,1538
ACSSF,20160,us,0,32,1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1055,66075,2584,3911,59580,51891,1996,2558,47337,10380,209,1003,9168,991,292,255,444,663,46,45,572,554,41,0,513,1596,0,50,1546
ACSSF,20160,us,0,32,1056,110472,8482,5965,96025,92488,5302,4832,82354,9848,1788,360,7700,1216,148,21,1047,2345,299,668,1378,1420,282,0,1138,3155,663,84,2408
ACSSF,20160,us,0,32,1057,136862,14272,10990,111600,115800,11068,8244,96488,11791,1739,1548,8504,913,333,45,535,1893,587,504,802,2136,269,172,1695,4329,276,477,3576
ACSSF,20160,us,0,32,1058,167581,12111,16059,139411,137726,8796,11185,117745,18924,1096,3034,14794,1017,540,243,234,2417,488,777,1152,1790,449,340,1001,5707,742,480,4485
ACSSF,20160,us,0,32,1059,34162,4446,2686,27030,24746,2941,2331,19474,4900,284,174,4442,605,156,0,449,1439,780,155,504,783,285,26,472,1689,0,0,1689
ACSSF,20160,us,0,32,1060,134328,14199,12556,107573,112321,10100,9169,93052,13048,1988,2267,8793,1688,662,226,800,1580,590,375,615,800,117,65,618,4891,742,454,3695
ACSSF,20160,us,0,32,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1063,154447,12363,10163,131921,116561,7383,7304,101874,13268,1470,1222,10576,2451,879,205,1367,3992,1028,576,2388,6667,1148,653,4866,11508,455,203,10850
ACSSF,20160,us,0,32,1064,52507,5791,5774,40942,43536,4235,5020,34281,6143,1173,147,4823,139,0,0,139,1053,254,281,518,1066,87,269,710,570,42,57,471
ACSSF,20160,us,0,32,1065,98849,5485,5872,87492,80336,3769,4669,71898,9764,924,701,8139,536,86,0,450,1468,425,132,911,1626,10,133,1483,5119,271,237,4611
ACSSF,20160,us,0,32,1066,153157,11997,10657,130503,128412,8920,8061,111431,15107,2224,1908,10975,998,226,90,682,1238,60,392,786,870,194,66,610,6532,373,140,6019
ACSSF,20160,us,0,32,1067,81833,3916,2637,75280,62157,1592,1552,59013,9417,1431,697,7289,1924,80,38,1806,1533,50,186,1297,1764,647,36,1081,5038,116,128,4794
ACSSF,20160,us,0,32,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1069,281398,30968,23963,226467,220346,20358,17737,182251,34598,5388,3545,25665,3005,639,468,1898,4111,1078,335,2698,5669,1496,386,3787,13669,2009,1492,10168
ACSSF,20160,us,0,32,1070,87179,12158,9140,65881,60770,7390,5952,47428,9684,1129,575,7980,4932,1433,1267,2232,2465,1276,201,988,4099,582,776,2741,5229,348,369,4512
ACSSF,20160,us,0,32,1071,66531,4925,5516,56090,55948,3827,4487,47634,7279,539,891,5849,112,0,65,47,871,42,0,829,991,391,73,527,1330,126,0,1204
ACSSF,20160,us,0,32,1072,79306,5595,6487,67224,67530,3945,5566,58019,7480,1471,592,5417,228,8,10,210,669,10,158,501,887,68,152,667,2512,93,9,2410
ACSSF,20160,us,0,32,1073,53964,1600,3200,49164,41214,1016,2027,38171,7211,48,652,6511,1429,73,11,1345,543,214,83,246,444,51,0,393,3123,198,427,2498
ACSSF,20160,us,0,32,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1075,35921,4625,3334,27962,29442,3085,2173,24184,3202,936,236,2030,222,144,0,78,790,326,81,383,1555,134,792,629,710,0,52,658
ACSSF,20160,us,0,32,1076,58219,7438,4920,45861,46368,5241,4305,36822,4527,559,252,3716,62,62,0,0,1697,736,157,804,1852,358,166,1328,3713,482,40,3191
ACSSF,20160,us,0,32,1077,304580,24798,20765,259017,249146,15881,14744,218521,25628,4374,2890,18364,8014,2086,1116,4812,5294,961,573,3760,3579,297,647,2635,12919,1199,795,10925
ACSSF,20160,us,0,32,1078,30319,2472,2495,25352,26360,1485,2136,22739,2437,425,241,1771,325,305,20,0,556,79,98,379,88,25,0,63,553,153,0,400
ACSSF,20160,us,0,32,1079,61322,7767,5111,48444,49264,5766,4026,39472,6842,1443,527,4872,303,232,71,0,773,143,30,600,1741,75,128,1538,2399,108,329,1962
ACSSF,20160,us,0,32,1080,110932,6412,6314,98206,92360,4475,5566,82319,9258,747,351,8160,676,277,0,399,1773,209,269,1295,2109,530,128,1451,4756,174,0,4582
ACSSF,20160,us,0,32,1081,156879,17396,12070,127413,128551,13579,8230,106742,13133,2216,1883,9034,2534,340,650,1544,1730,628,158,944,1696,128,306,1262,9235,505,843,7887
ACSSF,20160,us,0,32,1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1083,194239,13642,19891,160706,158950,10655,13550,134745,22313,2289,4645,15379,1086,390,405,291,2236,5,559,1672,2088,0,233,1855,7566,303,499,6764
ACSSF,20160,us,0,32,1084,100971,7870,9103,83998,86058,6733,6982,72343,8802,321,1749,6732,315,0,0,315,1408,266,214,928,1828,119,94,1615,2560,431,64,2065
ACSSF,20160,us,0,32,1085,85166,7190,5187,72789,69078,4690,3287,61101,10023,2024,1633,6366,969,180,0,789,1318,29,73,1216,563,0,82,481,3215,267,112,2836
ACSSF,20160,us,0,32,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1087,40309,2705,3986,33618,31828,1748,2979,27101,5679,659,711,4309,0,0,0,0,442,0,95,347,1368,176,96,1096,992,122,105,765
ACSSF,20160,us,0,32,1088,29439,1209,1845,26385,24289,635,1387,22267,2821,345,245,2231,285,94,0,191,1140,0,166,974,387,135,0,252,517,0,47,470
ACSSF,20160,us,0,32,1089,51785,7722,5942,38121,43990,5732,4612,33646,4440,1198,745,2497,98,0,0,98,841,341,0,500,789,142,219,428,1627,309,366,952
ACSSF,20160,us,0,32,1090,226321,9415,11077,205829,183877,6470,7546,169861,18400,1367,1126,15907,4692,626,728,3338,5017,384,288,4345,4549,429,676,3444,9786,139,713,8934
ACSSF,20160,us,0,32,1091,33351,6062,3391,23898,24228,4331,1545,18352,5006,781,1081,3144,1039,422,232,385,1419,224,207,988,667,158,307,202,992,146,19,827
ACSSF,20160,us,0,32,1092,444511,19331,18025,407155,354830,11013,12514,331303,38625,2332,2594,33699,16450,2135,1695,12620,9924,1676,476,7772,5770,1026,147,4597,18912,1149,599,17164
ACSSF,20160,us,0,32,1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1094,59993,6159,5935,47899,43897,4415,3991,35491,11779,1072,1424,9283,541,0,0,541,936,257,249,430,1191,359,28,804,1649,56,243,1350
ACSSF,20160,us,0,32,1095,89417,7534,7177,74706,73094,4546,5191,63357,10412,2166,1181,7065,99,17,74,8,774,291,63,420,2365,311,642,1412,2673,203,26,2444
ACSSF,20160,us,0,32,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1098,52263,3535,3169,45559,40520,2225,1924,36371,6041,510,872,4659,691,226,0,465,1644,252,373,1019,1554,228,0,1326,1813,94,0,1719
ACSSF,20160,us,0,32,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1100,62038,6984,5164,49890,50783,4405,4243,42135,5989,1050,921,4018,263,69,0,194,797,157,0,640,1717,287,0,1430,2489,1016,0,1473
ACSSF,20160,us,0,32,1101,2631137,191480,196074,2243583,2121402,134247,144033,1843122,272885,30638,30537,211710,56425,7954,5105,43366,35393,6772,5059,23562,41163,6687,5809,28667,103869,5182,5531,93156
ACSSF,20160,us,0,32,1102,80923,7961,6220,66742,67708,5098,4747,57863,6216,1333,217,4666,643,291,108,244,2433,609,602,1222,545,118,102,325,3378,512,444,2422
ACSSF,20160,us,0,32,1103,146565,11505,9047,126013,131398,9414,8379,113605,9048,1030,533,7485,0,0,0,0,573,231,135,207,1640,548,0,1092,3906,282,0,3624
ACSSF,20160,us,0,32,1104,43547,2487,2668,38392,36317,2039,2523,31755,3056,275,0,2781,1594,0,36,1558,797,116,0,681,420,0,0,420,1363,57,109,1197
ACSSF,20160,us,0,32,1105,790459,49115,45189,696155,668121,39513,34901,593707,58257,4171,6334,47752,7165,1668,1541,3956,10062,1728,1063,7271,9147,1100,421,7626,37707,935,929,35843
ACSSF,20160,us,0,32,1106,147058,15347,14868,116843,116888,12634,11413,92841,12184,626,1872,9686,1778,570,163,1045,2160,492,306,1362,2507,173,314,2020,11541,852,800,9889
ACSSF,20160,us,0,32,1107,61913,10110,4971,46832,41444,4702,3193,33549,5344,607,354,4383,4314,1044,390,2880,6316,3048,607,2661,2038,191,322,1525,2457,518,105,1834
ACSSF,20160,us,0,32,1108,34447,3831,2717,27899,27532,1917,1988,23627,4552,1095,553,2904,365,108,0,257,1053,495,98,460,320,148,34,138,625,68,44,513
ACSSF,20160,us,0,32,1109,166672,10307,10843,145522,141436,8076,8130,125230,17891,1773,2057,14061,521,22,58,441,2047,201,303,1543,1217,235,106,876,3560,0,189,3371
ACSSF,20160,us,0,32,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1111,548883,30487,34563,483833,445562,19763,24591,401208,42193,3916,4022,34255,11400,2513,2478,6409,7732,1541,746,5445,10913,1383,1393,8137,31083,1371,1333,28379
ACSSF,20160,us,0,32,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1113,34477,2352,2057,30068,28737,1691,1190,25856,4253,528,433,3292,236,52,91,93,355,0,188,167,381,0,155,226,515,81,0,434
ACSSF,20160,us,0,32,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1115,23555,1492,1280,20783,19062,927,780,17355,1946,288,354,1304,420,196,0,224,733,40,68,625,423,0,13,410,971,41,65,865
ACSSF,20160,us,0,32,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1120,107526,13996,7695,85835,88738,9947,6512,72279,8199,1364,634,6201,2193,698,163,1332,2873,893,220,1760,1685,777,113,795,3838,317,53,3468
ACSSF,20160,us,0,32,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1122,814240,42120,42333,729787,681672,30377,32817,618478,64121,5556,5269,53296,9046,1880,1071,6095,10117,1213,1470,7434,7914,1438,367,6109,41370,1656,1339,38375
ACSSF,20160,us,0,32,1123,100685,6270,8022,86393,81153,5200,5648,70305,14541,894,1762,11885,575,22,124,429,1047,0,158,889,453,41,33,379,2916,113,297,2506
ACSSF,20160,us,0,32,1124,59374,4808,2738,51828,50291,3670,1944,44677,6339,956,377,5006,666,148,0,518,469,7,103,359,363,0,149,214,1246,27,165,1054
ACSSF,20160,us,0,32,1125,97858,5892,7730,84236,82207,4353,6473,71381,8945,735,874,7336,1034,41,240,753,1207,486,0,721,676,0,18,658,3789,277,125,3387
ACSSF,20160,us,0,32,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1127,168666,9051,18800,140815,138509,7389,15500,115620,19942,1275,2704,15963,1471,163,86,1222,575,0,126,449,2394,196,194,2004,5775,28,190,5557
ACSSF,20160,us,0,32,1128,279918,23053,18081,238784,236566,16589,13382,206595,22717,3244,2986,16487,1144,375,115,654,3749,721,781,2247,2294,328,121,1845,13448,1796,696,10956
ACSSF,20160,us,0,32,1129,52007,5418,3109,43480,41523,3579,1965,35979,4578,525,392,3661,420,73,15,332,2341,947,471,923,1216,294,179,743,1929,0,87,1842
ACSSF,20160,us,0,32,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1131,72328,9629,5384,57315,55399,5759,3116,46524,8225,781,1374,6070,3160,1494,367,1299,2457,1421,389,647,1446,44,52,1350,1641,130,86,1425
ACSSF,20160,us,0,32,1132,121450,12578,8920,99952,102453,9243,6385,86825,8897,1854,1034,6009,1186,372,364,450,2338,256,406,1676,3021,492,352,2177,3555,361,379,2815
ACSSF,20160,us,0,32,1133,48509,2064,1602,44843,34717,1072,1196,32449,3455,512,59,2884,1830,95,0,1735,940,0,216,724,1298,0,85,1213,6269,385,46,5838
ACSSF,20160,us,0,32,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1136,130570,8446,9285,112839,108445,5575,6290,96580,14295,2015,2552,9728,590,432,0,158,1062,100,73,889,1573,193,319,1061,4605,131,51,4423
ACSSF,20160,us,0,32,1137,203344,12025,9852,181467,167317,7165,6615,153537,16254,1758,1481,13015,3212,943,582,1687,6400,1052,722,4626,2620,498,230,1892,7541,609,222,6710
ACSSF,20160,us,0,32,1138,128352,9303,10074,108975,101924,6400,7297,88227,14768,1125,1073,12570,2301,431,221,1649,982,55,174,753,1259,198,54,1007,7118,1094,1255,4769
ACSSF,20160,us,0,32,1139,146796,18806,10605,117385,118359,11590,7043,99726,13436,2312,2073,9051,4375,1526,600,2249,3349,1426,345,1578,2800,1045,117,1638,4477,907,427,3143
ACSSF,20160,us,0,32,1140,94345,13475,11191,69679,78193,11018,8315,58860,9750,1035,1431,7284,898,503,309,86,1719,369,395,955,1886,294,283,1309,1899,256,458,1185
ACSSF,20160,us,0,32,1141,56460,9088,7718,39654,46200,7405,5977,32818,5113,687,643,3783,236,73,83,80,1820,339,763,718,657,265,169,223,2434,319,83,2032
ACSSF,20160,us,0,32,1142,971629,62639,71283,837707,772759,41167,50469,681123,96142,7168,8387,80587,36236,8816,7209,20211,10321,1485,1580,7256,17666,2702,1770,13194,38505,1301,1868,35336
ACSSF,20160,us,0,32,1143,54874,10705,3912,40257,44888,8276,3410,33202,3862,321,146,3395,1364,864,103,397,2356,978,150,1228,819,159,0,660,1585,107,103,1375
ACSSF,20160,us,0,32,1144,39382,3284,4833,31265,30975,1491,3573,25911,3988,851,548,2589,1381,339,34,1008,694,268,240,186,760,77,266,417,1584,258,172,1154
ACSSF,20160,us,0,32,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1148,56628,2851,3072,50705,44446,1802,2254,40390,4988,339,294,4355,1460,138,206,1116,1677,240,235,1202,1602,144,0,1458,2455,188,83,2184
ACSSF,20160,us,0,32,1149,159277,18153,12368,128756,126202,11703,9016,105483,13644,1515,1399,10730,3266,1001,474,1791,5793,2502,656,2635,3443,593,642,2208,6929,839,181,5909
ACSSF,20160,us,0,32,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1151,148995,15089,8213,125693,120959,11189,5809,103961,14662,1972,1311,11379,1500,108,73,1319,3438,1071,340,2027,3637,490,417,2730,4799,259,263,4277
ACSSF,20160,us,0,32,1152,211253,12804,13928,184521,178044,10044,11333,156667,20103,1158,1287,17658,1741,428,50,1263,2616,517,121,1978,2368,395,407,1566,6381,262,730,5389
ACSSF,20160,us,0,32,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1154,30701,2019,3303,25379,24759,1377,2739,20643,3217,157,528,2532,337,144,0,193,1138,285,0,853,208,29,36,143,1042,27,0,1015
ACSSF,20160,us,0,32,1155,51965,6404,5453,40108,38603,3944,4094,30565,6105,1119,531,4455,1360,230,361,769,1506,701,178,627,1125,145,225,755,3266,265,64,2937
ACSSF,20160,us,0,32,1156,48147,2356,3069,42722,37101,1590,2556,32955,4214,435,86,3693,1104,163,111,830,1258,129,178,951,658,0,0,658,3812,39,138,3635
ACSSF,20160,us,0,32,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1159,78600,6674,5712,66214,65460,4271,4774,56415,8432,1518,667,6247,723,257,0,466,662,0,111,551,1828,618,131,1079,1495,10,29,1456
ACSSF,20160,us,0,32,1160,5981977,442408,452827,5086742,4485301,268744,299495,3917062,588290,54315,54956,479019,315659,54303,46466,214890,142443,24376,17128,100939,133075,16756,13567,102752,317209,23914,21215,272080
ACSSF,20160,us,0,32,1161,486064,30975,29304,425785,398222,22305,19489,356428,40196,3105,4875,32216,10612,2080,1963,6569,7923,1079,1029,5815,7755,1482,1185,5088,21356,924,763,19669
ACSSF,20160,us,0,32,1162,122352,14406,11726,96220,99053,9430,8057,81566,15867,3277,2412,10178,1180,271,376,533,1898,528,252,1118,1742,724,458,560,2612,176,171,2265
ACSSF,20160,us,0,32,1163,56009,3767,4544,47698,43533,2941,2400,38192,7856,381,1467,6008,464,132,126,206,1729,99,315,1315,1120,177,209,734,1307,37,27,1243
ACSSF,20160,us,0,32,1164,292520,50190,39419,202911,240882,36175,31119,173588,22086,4110,3059,14917,1295,159,724,412,3419,945,580,1894,10848,4121,2148,4579,13990,4680,1789,7521
ACSSF,20160,us,0,32,1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1166,50739,7717,3800,39222,41035,5577,2748,32710,6048,1009,590,4449,364,222,68,74,879,426,63,390,724,392,233,99,1689,91,98,1500
ACSSF,20160,us,0,32,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1168,249353,20513,11480,217360,180370,8431,7105,164834,19561,1524,996,17041,13305,2669,1356,9280,13554,5140,800,7614,10708,1673,877,8158,11855,1076,346,10433
ACSSF,20160,us,0,32,1169,86532,3983,3633,78916,67811,2200,2369,63242,9361,768,458,8135,749,0,0,749,3208,542,352,2314,807,309,48,450,4596,164,406,4026
ACSSF,20160,us,0,32,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1173,77648,2522,3347,71779,61732,1745,2474,57513,9616,398,611,8607,1283,7,30,1246,798,342,50,406,518,0,0,518,3701,30,182,3489
ACSSF,20160,us,0,32,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1175,71484,7457,7089,56938,54592,5353,4674,44565,7686,881,1421,5384,179,48,48,83,1331,349,115,867,2688,424,570,1694,5008,402,261,4345
ACSSF,20160,us,0,32,1176,484418,39924,37181,407313,400713,26542,29112,345059,48652,8305,5172,35175,6586,1549,814,4223,6130,1058,378,4694,5243,557,1320,3366,17094,1913,385,14796
ACSSF,20160,us,0,32,1177,52188,5463,6708,40017,41500,3851,5261,32388,4317,362,467,3488,1699,405,515,779,862,70,0,792,2609,647,378,1584,1201,128,87,986
ACSSF,20160,us,0,32,1178,2830165,195920,239113,2395132,2202702,129219,172701,1900782,263477,23836,27979,211662,106851,20193,15051,71607,45053,7290,6349,31414,55217,7425,5648,42144,156865,7957,11385,137523
ACSSF,20160,us,0,32,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1180,68535,3215,3926,61394,57091,2192,3078,51821,7382,586,542,6254,233,11,10,212,1346,368,190,788,886,58,0,828,1597,0,106,1491
ACSSF,20160,us,0,32,1181,675355,47716,38834,588805,539157,30108,25683,483366,57499,6224,6211,45064,26837,5118,2662,19057,17702,3660,1617,12425,8630,985,919,6726,25530,1621,1742,22167
ACSSF,20160,us,0,32,1182,1500085,67599,69098,1363388,1147448,37692,44752,1065004,124675,8631,10217,105827,85164,9881,6668,68615,32671,5753,3359,23559,27696,2635,1742,23319,82431,3007,2360,77064
ACSSF,20160,us,0,32,1183,309390,7079,8675,293636,248398,5261,5485,237652,21731,797,2091,18843,3776,0,291,3485,2723,107,404,2212,3705,137,0,3568,29057,777,404,27876
ACSSF,20160,us,0,32,1184,48416,6686,4877,36853,35310,4305,4116,26889,4446,850,154,3442,1471,163,272,1036,2524,359,335,1830,3137,883,0,2254,1528,126,0,1402
ACSSF,20160,us,0,32,1185,140003,12225,10793,116985,118973,9755,8644,100574,9778,1296,927,7555,1028,588,330,110,1901,228,313,1360,2092,88,158,1846,6231,270,421,5540
ACSSF,20160,us,0,32,1186,146791,10210,14792,121789,115560,6561,11116,97883,16920,1847,1036,14037,2079,143,378,1558,1901,507,358,1036,2634,307,504,1823,7697,845,1400,5452
ACSSF,20160,us,0,32,1187,40962,5528,3973,31461,32487,3808,2688,25991,5162,1050,703,3409,1283,265,414,604,525,263,0,262,456,0,25,431,1049,142,143,764
ACSSF,20160,us,0,32,1188,115053,11156,9493,94404,98122,9180,6951,81991,10978,1301,1558,8119,358,31,130,197,1190,244,330,616,557,18,121,418,3848,382,403,3063
ACSSF,20160,us,0,32,1189,35800,4190,2562,29048,24908,2733,1144,21031,3574,188,0,3386,1322,308,191,823,2929,707,487,1735,660,0,234,426,2407,254,506,1647
ACSSF,20160,us,0,32,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1191,35286,4832,3998,26456,28664,3498,3127,22039,2955,308,467,2180,624,184,32,408,1686,608,298,780,485,74,74,337,872,160,0,712
ACSSF,20160,us,0,32,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1193,205607,10428,11243,183936,162031,6938,8890,146203,23524,1818,1125,20581,523,21,7,495,2239,498,208,1533,5115,495,542,4078,12175,658,471,11046
ACSSF,20160,us,0,32,1194,70046,5336,3885,60825,57004,3598,2657,50749,8414,1097,927,6390,390,227,0,163,855,193,129,533,1002,123,54,825,2381,98,118,2165
ACSSF,20160,us,0,32,1195,112426,8974,9012,94440,94647,6646,6854,81147,7304,1253,1510,4541,244,17,32,195,2401,702,230,1469,1550,66,216,1268,6280,290,170,5820
ACSSF,20160,us,0,32,1196,69329,5747,7549,56033,54985,3739,6190,45056,8937,1416,884,6637,27,7,20,0,1059,176,32,851,1426,324,169,933,2895,85,254,2556
ACSSF,20160,us,0,32,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
